document,term,count
1,master,6
1,mastered,2
1,masters,1
1,mastery,1
1,mate,3
1,mattock,1
1,may,28
1,maybe,1
1,mean,3
1,meaning,4
1,measure,1
1,measured,1
1,meat,2
1,meats,1
1,mecome,1
1,medicine,4
1,medicining,1
1,meet,2
1,meeting,1
1,meets,1
1,melody,1
1,melt,1
1,melteth,1
1,melts,1
1,memory,1
1,men,45
1,mena,1
1,menacing,1
1,"""menela\u00e3s""",2
1,menelaus,1
1,mens,7
1,merciful,1
1,mercy,2
1,mercys,1
1,mess,1
1,message,5
1,messapions,1
1,messenger,1
1,messengers,1
1,met,3
1,methinks,5
1,mid,6
1,midmost,2
1,midnight,2
1,midst,1
1,midwinter,1
1,might,5
1,mighty,1
1,milkfed,1
1,mind,6
1,mine,29
1,mingle,1
1,mire,1
1,mirrored,1
1,mischief,1
1,misery,2
1,misfortune,1
1,misgloried,1
1,miss,5
1,missed,1
1,mist,1
1,mists,1
1,moaning,2
1,mocked,1
1,mockers,2
1,mocketh,1
1,modern,1
1,monstrous,1
1,mood,4
1,moon,1
1,moony,1
1,moored,1
1,mooring,1
1,morn,2
1,mortal,3
1,mortally,1
1,mortals,1
1,most,1
1,mother,1
1,mothered,1
1,mothers,1
1,mount,1
1,mountain,1
1,mourners,5
1,mouth,3
1,mouths,1
1,move,4
1,moves,2
1,moving,1
1,mowed,1
1,much,3
1,multitude,2
1,murdered,2
1,murderous,1
1,murders,1
1,murk,1
1,murmur,2
1,murmuring,1
1,murmurs,1
1,music,5
1,must,14
1,mustbe,1
1,mute,1
1,mystic,5
1,nailed,2
1,name,12
1,named,1
1,names,2
1,narrow,1
1,nation,1
1,naught,2
1,nay,9
1,near,9
1,neatly,1
1,neck,1
1,need,5
1,needs,5
1,neighbour,1
1,neither,6
1,nest,1
1,net,6
1,nether,1
1,never,10
1,nevermore,1
1,nevermorefrom,1
1,new,9
1,news,2
1,newwed,1
1,next,2
1,nigh,1
1,night,13
1,nightingale,1
1,nights,1
1,nimble,1
1,noblyslain,1
1,noise,3
1,none,12
1,noonday,1
1,noose,1
1,nor,5
1,not,4
1,nothing,3
1,nottis,1
1,now,37
1,nowall,1
1,nowhere,1
1,nowise,2
1,nurse,1
1,oarblades,1
1,oars,1
1,oarsman,1
1,oath,3
1,oathgods,1
1,obedience,1
1,obedient,1
1,obeisance,1
1,obey,2
1,obeyeth,1
1,obeys,1
1,occurs,1
1,odysseus,1
1,oer,12
1,oerseas,1
1,oerthrown,1
1,offerest,1
1,oft,1
1,oil,1
1,old,33
1,olive,1
1,"""olol\u00e3g\u00e3""",1
1,omen,1
1,ominous,1
1,once,2
1,one,56
1,ones,1
1,onevoiced,1
1,only,4
1,onward,2
1,oozeth,1
1,oozing,1
1,open,3
1,opened,1
1,opening,2
1,opposite,1
1,oracle,1
1,oracles,2
1,ordain,2
1,ordeal,1
1,order,1
1,ordered,1
1,ordinance,1
1,orestes,3
1,orpheus,1
1,others,7
1,otototoi,2
1,our,5
1,out,2
1,outblotteth,1
1,outcast,2
1,outflashed,1
1,outpour,1
1,outrun,1
1,outside,1
1,outspoken,1
1,outworn,1
1,over,1
1,overborne,1
1,overcame,1
1,overcomes,1
1,overfraught,1
1,overleaping,1
1,overpraised,1
1,overproud,1
1,overthrow,1
1,paeancry,1
1,paian,2
1,paid,4
1,pain,14
1,pains,1
1,painted,1
1,palace,15
1,pale,3
1,pall,1
1,"""pall\u00e3d""",1
1,pan,1
1,parable,1
1,parched,2
1,paris,7
1,parted,1
1,partly,1
1,parts,1
1,pass,6
1,passed,4
1,passes,1
1,passing,3
1,passion,2
1,passionate,1
1,past,6
1,path,8
1,pathways,1
1,patience,1
1,patient,1
1,pay,4
1,pays,3
1,peace,9
1,people,9
1,peoples,2
1,perchance,1
1,perdition,2
1,perfect,4
1,peril,5
1,perilous,1
1,perish,1
1,pet,1
1,phantom,2
1,phantoms,1
1,phial,1
1,phocian,1
1,picture,1
1,pierce,1
1,pierced,2
1,piercing,2
1,pikes,1
1,pile,1
1,piled,2
1,pillar,1
1,pine,2
1,pines,1
1,pipeth,1
1,piteous,1
1,pities,1
1,pitiless,1
1,pity,7
1,place,3
1,placed,1
1,plaguelike,1
1,plain,10
1,plaining,1
1,planned,3
1,plant,1
1,planted,2
1,play,2
1,played,1
1,plead,1
1,pleasure,4
1,pleiades,1
1,"""pleisthen\u00e3s""",1
1,plenteousness,1
1,plenty,1
1,plight,1
1,plot,2
1,plots,1
1,plotter,1
1,plotteth,1
1,plunder,1
1,plundered,1
1,point,2
1,poiseth,1
1,poison,3
1,poor,8
1,portion,1
1,position,4
1,possess,1
1,possessed,1
1,possession,1
1,possessions,1
1,poured,3
1,power,6
1,powers,1
1,praise,9
1,praised,1
1,praising,1
1,pray,8
1,prayed,2
1,prayer,12
1,prayers,3
1,prayeth,1
1,prays,2
1,predecision,1
1,prepare,1
1,presage,1
1,presagehaunted,1
1,presageththe,1
1,presence,1
1,present,1
1,presently,4
1,press,1
1,pressed,1
1,pressing,1
1,prevail,8
1,prevaileth,1
1,prey,1
1,priam,3
1,priams,1
1,price,1
1,pride,6
1,prideful,1
1,princes,1
1,princess,1
1,prison,1
1,prithee,1
1,prize,3
1,proceeds,1
1,procession,1
1,proclaiming,1
1,profit,1
1,promise,1
1,promontory,1
1,proof,1
1,proofs,1
1,prophecy,3
1,prophesy,2
1,prophet,1
1,prophetic,1
1,prophets,3
1,prospereth,1
1,proud,2
1,prove,1
1,proved,1
1,proverb,1
1,prow,2
1,purge,1
1,purplefish,1
1,purpose,1
1,pursuer,1
1,pursuing,1
1,put,1
1,pyre,2
1,pythian,1
1,quarters,1
1,queen,9
1,quest,2
1,questions,1
1,quick,8
1,quickly,5
1,race,4
1,races,1
1,racing,1
1,rage,5
1,raiment,3
1,rain,4
1,rainand,1
1,raindrops,1
1,raise,2
1,raised,1
1,ran,2
1,rapt,1
1,rare,1
1,raven,1
1,ravening,1
1,ravenous,1
1,ravished,1
1,ravisht,1
1,ray,1
1,rays,1
1,reach,2
1,reached,3
1,read,7
1,readeth,1
1,reading,2
1,ready,4
1,reap,2
1,reaped,1
1,reaping,1
1,reared,3
1,reasonless,1
1,reawoken,1
1,rebel,1
1,receive,2
1,recking,2
1,reckon,1
1,recognizing,1
1,recoils,1
1,recovering,1
1,red,4
1,reef,1
1,reek,2
1,reels,2
1,refrain,1
1,reft,1
1,refuge,1
1,refuse,1
1,regains,1
1,reigned,1
1,reigning,1
1,reject,1
1,rejects,1
1,relay,1
1,relief,1
1,religion,1
1,remains,1
1,remember,1
1,remembered,1
1,rending,1
1,renewed,1
1,rent,1
1,repeated,1
1,repelled,1
1,report,1
1,represents,1
1,reptile,1
1,requite,1
1,rescue,1
1,respite,1
1,rest,4
1,retinue,2
1,retinues,1
1,return,6
1,returneth,1
1,returning,2
1,returns,1
1,revealing,1
1,revelling,1
1,revenge,1
1,reverend,1
1,reverent,1
1,reviled,2
1,revileth,1
1,rich,4
1,riddles,1
1,riddling,1
1,right,6
1,righteous,2
1,righteously,1
1,righteousness,1
1,righting,1
1,ring,1
1,rings,1
1,rise,4
1,rises,1
1,rite,1
1,riven,1
1,river,3
1,rivers,1
1,road,1
1,robbing,1
1,robe,3
1,robes,2
1,rock,3
1,rockridged,1
1,rod,1
1,rolled,1
1,rolls,1
1,roof,4
1,roofs,1
1,rooftree,1
1,room,1
1,rooms,1
1,root,2
1,rose,2
1,round,8
1,roundelay,1
1,rout,1
1,row,1
1,royal,2
1,rubbed,1
1,rude,1
1,rugs,1
1,rule,1
1,rulest,1
1,rumour,2
1,rumoured,1
1,run,5
1,running,1
1,rush,1
1,ruthlessness,1
1,sack,1
1,sacker,3
1,sacrifice,5
1,sad,3
1,sadder,1
1,safe,2
1,safetys,1
1,saffron,2
1,said,3
1,sailed,2
1,sailors,3
1,saith,1
1,sake,2
1,salt,1
1,salutes,1
1,sand,1
1,sank,1
1,sap,1
1,saronian,1
1,sate,2
1,satisfied,1
1,save,9
1,saved,1
1,saviour,2
1,saw,6
1,say,15
1,says,1
1,sayst,2
1,scale,2
1,scamander,2
1,scant,1
1,scapeso,1
1,scarcely,1
1,scattering,1
1,scene,1
1,sceptre,1
1,sceptres,1
1,scheme,1
1,score,2
1,scored,1
1,scorn,3
1,scorner,1
1,scorners,1
1,scourge,1
1,scourged,1
1,scream,1
1,scroll,1
1,sea,13
1,seacrimson,1
1,seahell,1
1,seaits,1
1,seal,1
1,sealed,1
1,searching,2
1,seas,6
1,seats,1
1,second,8
1,secret,4
1,see,18
1,seed,2
1,seeing,5
1,seek,2
1,seeketh,1
1,seeking,1
1,seeks,1
1,seem,2
1,seemeth,2
1,seeming,2
1,seemlier,1
1,seemly,1
1,seen,6
1,seer,3
1,seercraft,1
1,seers,2
1,seersthat,1
1,sees,1
1,seest,1
1,self,1
1,selfmurdering,1
1,send,2
1,sendeth,3
1,sense,2
1,sent,4
1,sentinels,1
1,separate,2
1,sepulchre,1
1,serpent,1
1,serpents,1
1,serves,1
1,serveth,1
1,set,6
1,sets,1
1,setteth,1
1,shadow,1
1,shadowed,1
1,shaft,1
1,shakes,1
1,shall,74
1,shalt,6
1,shame,7
1,shape,1
1,shaped,1
1,shapes,2
1,share,4
1,sharp,1
1,she,14
1,sheath,1
1,sheathing,1
1,shedder,2
1,shedding,1
1,sheep,3
1,shelter,1
1,shepherd,2
1,shewolfs,1
1,shield,1
1,shields,1
1,shine,1
1,shineth,2
1,shining,6
1,ship,6
1,ships,8
1,shipwrecked,1
1,shock,1
1,shoes,1
1,shook,1
1,shore,2
1,shores,1
1,shorewardthrown,1
1,short,1
1,should,2
1,shoulder,1
1,shout,1
1,shouted,1
1,shouting,2
1,show,6
1,showed,2
1,showing,1
1,shown,1
1,shriek,2
1,shrines,1
1,shroud,1
1,shuddering,2
1,sick,3
1,sickness,1
1,sickwatch,1
1,side,4
1,sides,1
1,sigh,1
1,sighing,1
1,sight,1
1,sign,10
1,silence,2
1,silent,2
1,silently,1
1,silver,2
1,silvern,1
1,"""simo\u00e3s""",1
1,sin,14
1,since,7
1,sincere,1
1,sing,6
1,singing,2
1,single,1
1,sings,1
1,sinned,2
1,sinner,1
1,sins,2
1,sire,1
1,siremore,1
1,sires,1
1,sister,1
1,sit,1
1,sitteth,1
1,sixes,1
1,skies,2
1,sky,6
1,skyey,1
1,skylla,1
1,skyward,1
1,slain,12
1,slaughter,1
1,slave,5
1,slaver,1
1,slavery,1
1,slaves,3
1,slavish,2
1,slay,8
1,slayer,3
1,slaying,2
1,sleep,7
1,sleepeth,3
1,sleepless,1
1,slept,1
1,sleuthhounds,1
1,slew,6
1,slow,1
1,slowly,1
1,slumberwon,1
1,slumbrous,1
1,small,1
1,smell,1
1,smile,1
1,smiled,1
1,smit,1
1,smite,1
1,smiter,1
1,smoke,2
1,smokestained,1
1,smote,1
1,snare,4
1,snow,2
1,sobbing,1
1,sobst,1
1,soft,5
1,softly,1
1,soil,2
1,sold,1
1,soldier,2
1,soldiers,1
1,solemn,1
1,some,12
1,something,1
1,son,3
1,song,13
1,sons,3
1,soon,8
1,sooth,1
1,soothsayer,1
1,sore,7
1,sorrow,13
1,sorrowridden,1
1,sorrows,2
1,sort,1
1,soul,7
1,souls,2
1,sound,4
1,sounded,1
1,space,3
1,spake,4
1,spare,2
1,spared,3
1,spars,1
1,spate,1
1,speak,15
1,speakers,1
1,speakest,1
1,speaking,1
1,speaks,5
1,spear,7
1,spearfriend,1
1,spearhand,1
1,spearmen,1
1,spearquelled,1
1,spears,2
1,sped,1
1,speech,6
1,speechoutstripping,1
1,spell,5
1,spells,1
1,spewing,1
1,spider,2
1,spiders,1
1,spike,1
1,spilled,1
1,spilt,1
1,spirit,1
1,spiritsure,1
1,splashed,1
1,splashing,1
1,spoil,2
1,"""spoil\u00e3d""",1
1,spoiled,1
1,spoiler,1
1,spoilers,1
1,spoils,1
1,spoke,7
1,spoken,4
1,sponge,1
1,spouted,1
1,spray,2
1,sprays,1
1,spread,4
1,spring,5
1,springs,1
1,sprung,1
1,spurn,1
1,spurneth,2
1,spurning,3
1,squall,1
1,squareth,1
1,stab,2
1,stabs,1
1,staff,2
1,stage,1
1,stain,5
1,stained,1
1,staining,1
1,stair,1
1,stalketh,1
1,stamps,1
1,stand,9
1,standing,3
1,standingsong,1
1,stands,3
1,star,4
1,starchild,1
1,stare,1
1,stark,1
1,stars,1
1,start,1
1,startest,1
1,starting,1
1,starving,3
1,stasimon,3
1,state,3
1,station,1
1,stations,1
1,staves,2
1,stay,3
1,stead,1
1,steals,1
1,steered,1
1,steps,2
1,stept,3
1,still,16
1,sting,1
1,stint,2
1,stintless,1
1,stirred,3
1,stole,2
1,stolen,1
1,stone,1
1,stones,1
1,stoning,1
1,stores,1
1,stories,1
1,storm,3
1,storms,2
1,stormy,2
1,straight,3
1,straightway,1
1,strains,1
1,strange,8
1,stranger,1
1,strangers,1
1,strangling,1
1,straying,1
1,streaming,1
1,streets,1
1,strength,3
1,stress,2
1,strew,1
1,stricken,2
1,strife,5
1,"""strifeencompass\u00e3d""",1
1,strifes,1
1,strike,3
1,strikes,1
1,strive,2
1,strives,1
1,striving,2
1,stroke,3
1,strong,7
1,strongbased,1
1,stronger,1
1,strophe,2
1,strophius,1
1,strove,1
1,struck,4
1,strung,1
1,strymon,2
1,stumbling,1
1,such,6
1,sucklings,1
1,sudden,4
1,suddenly,4
1,suffer,1
1,suffered,1
1,suffereth,1
1,suffering,5
1,suffers,1
1,sufferwhat,1
1,summer,2
1,summon,1
1,sun,5
1,sundered,1
1,sunlight,2
1,sunrise,1
1,sunshine,1
1,suppliant,1
1,sure,12
1,surely,10
1,surety,1
1,surge,1
1,surmise,1
1,surpassing,1
1,suspense,1
1,swaddling,1
1,swallowbird,1
1,swam,1
1,swans,1
1,swarming,1
1,swear,1
1,sweat,1
1,sweepeth,1
1,sweet,12
1,sweeter,1
1,sweetspoken,1
1,swell,2
1,swelled,2
1,swept,4
1,swerved,1
1,swift,1
1,swings,1
1,swirling,1
1,swoln,1
1,swoop,1
1,sword,7
1,swordarm,1
1,swords,1
1,swore,3
1,sworn,2
1,table,1
1,tables,1
1,taen,2
1,tail,1
1,take,4
1,taken,2
1,taker,1
1,taking,1
1,tale,14
1,tales,1
1,talk,2
1,tall,1
1,tame,1
1,tamer,1
1,tangle,2
1,tantalidae,2
1,tapestries,2
1,task,1
1,taught,1
1,tear,5
1,tearing,1
1,tears,11
1,teased,1
1,tell,19
1,telleth,1
1,tells,2
1,tempest,2
1,temptation,1
1,tempting,2
1,ten,1
1,tend,1
1,tender,1
1,tenth,1
1,terrace,1
1,terror,3
1,terrors,1
1,testimonies,1
1,than,2
1,thankoffering,1
1,thanks,1
1,thanksgiving,1
1,thanksgivings,1
1,that,25
1,the,116
1,theatre,1
1,thee,44
1,their,6
1,them,1
1,then,6
1,there,13
1,thereafter,2
1,therefore,2
1,thereof,6
1,thereofbut,1
1,thereon,1
1,these,8
1,they,12
1,thicket,1
1,thief,1
1,thin,1
1,thine,16
1,thing,19
1,things,16
1,thingssin,1
1,think,11
1,third,4
1,thirdthrower,1
1,thirst,1
1,this,20
1,thisagainst,1
1,tho,2
1,thorn,1
1,those,4
1,thou,75
1,though,19
1,thought,11
1,thoughtfulfilling,1
1,thoughts,3
1,thoughtward,1
1,thousand,3
1,thrace,1
1,thralls,2
1,thread,1
1,threat,1
1,three,2
1,threefoot,1
1,threesouled,1
1,threw,4
1,thriceendeared,1
1,thriceengorged,1
1,thrilling,1
1,throat,1
1,throbbing,1
1,throne,3
1,throned,2
1,thrones,2
1,through,5
1,throughout,1
1,throw,1
1,thrown,1
1,throws,2
1,thunder,1
1,thus,11
1,thy,59
1,thyestean,1
1,thyestes,1
1,tide,1
1,tiding,4
1,tidings,2
1,till,23
1,time,10
1,times,1
1,tis,35
1,today,1
1,together,1
1,toil,3
1,token,1
1,tokens,1
1,told,7
1,tones,1
1,tongue,8
1,tonight,1
1,too,4
1,took,4
1,tooth,1
1,torch,1
1,torchbearer,2
1,torches,2
1,torchs,1
1,tore,3
1,torment,1
1,torn,3
1,tossed,3
1,touch,2
1,touched,1
1,touching,1
1,touchstone,1
1,toward,3
1,towards,2
1,tower,4
1,towered,1
1,towering,2
1,towers,5
1,town,2
1,toy,1
1,trace,1
1,tracehorse,1
1,tracking,2
1,trail,1
1,train,1
1,tramp,1
1,trampled,2
1,trampler,1
1,trampling,3
1,transgressed,1
1,trapped,1
1,treacheries,1
1,treachery,1
1,tread,3
1,treason,1
1,treasuries,1
1,tree,1
1,tremble,1
1,tremblers,1
1,trembles,1
1,trembling,2
1,trespassers,1
1,tried,1
1,trieth,1
1,triumph,4
1,triumphantly,1
1,triumphcry,1
1,triumphsong,1
1,trod,2
1,trojan,1
1,trojans,1
1,troll,1
1,troubled,1
1,troubles,1
1,troy,23
1,troys,2
1,truce,1
1,TRUE,18
1,truefathered,1
1,trust,2
1,trusty,1
1,truth,5
1,truthful,1
1,truths,1
1,tumult,1
1,tune,1
1,turn,7
1,turned,3
1,turning,4
1,turns,1
1,twain,3
1,twaintempered,1
1,twas,5
1,twere,2
1,twice,1
1,twill,1
1,twinthroned,1
1,two,10
1,twoedged,2
1,twofold,3
1,twofronted,1
1,twohanded,1
1,tyndareus,1
1,tyrian,1
1,unagonized,1
1,unbeguiled,1
1,unbidden,2
1,unborn,1
1,"""unchalleng\u00e3d""",1
1,unchallenged,1
1,unchanged,1
1,unclean,2
1,unconquered,1
1,unconscious,1
1,underfoot,1
1,understand,1
1,understood,2
1,undone,1
1,unenvying,1
1,unfaith,1
1,unfed,1
1,unforeseen,1
1,unforgiven,1
1,unforgotten,1
1,unfriended,1
1,unguent,1
1,unharboured,1
1,unheeded,1
1,unhired,1
1,unholy,2
1,unhoped,1
1,unknot,1
1,unknown,1
1,unless,3
1,unlit,1
1,unlived,1
1,unmarked,2
1,unnatural,1
1,unrun,1
1,unruth,1
1,unsaid,1
1,unsay,1
1,unseen,1
1,unshed,1
1,unstanched,1
1,unthought,1
1,untie,1
1,unto,4
1,untold,2
1,untouched,1
1,unventured,1
1,unwaking,2
1,unwanted,1
1,unworth,1
1,unwounded,1
1,uphold,1
1,uplift,2
1,uplifted,2
1,upon,18
1,upraised,1
1,uprising,1
1,uproused,1
1,upsprung,1
1,upturned,1
1,urn,2
1,urns,2
1,use,1
1,utmost,1
1,utter,4
1,utterance,1
1,utterly,2
1,uttermost,1
1,vain,7
1,vale,1
1,valour,1
1,vanished,1
1,vanisheth,1
1,vanity,1
1,vapours,1
1,variously,1
1,vaunt,5
1,"""veil\u00e3d""",1
1,veiled,1
1,veils,1
1,vengeance,6
1,verily,2
1,vial,1
1,victory,4
1,viewless,1
1,vigil,2
1,vinegar,1
1,violence,1
1,violent,1
1,virgin,1
1,virgins,1
1,visage,1
1,visibly,1
1,vision,6
1,visions,4
1,voice,12
1,voiced,1
1,voiceless,1
1,voices,5
1,vote,1
1,vow,3
1,vowed,1
1,vulture,1
1,vultures,1
1,wafted,1
1,wail,1
1,wailing,1
1,wait,1
1,waiting,1
1,waits,5
1,wake,2
1,waken,1
1,wakes,1
1,waketh,1
1,waking,1
1,walk,3
1,walketh,2
1,walks,1
1,walkst,1
1,wall,5
1,walls,4
1,wandering,4
1,war,10
1,warcurb,1
1,ward,1
1,wargone,1
1,warmth,1
1,warn,1
1,warning,2
1,warrant,2
1,warrior,1
1,warseer,1
1,warseers,1
1,warstained,2
1,warway,1
1,was,9
1,wash,1
1,washing,1
1,waste,9
1,wastes,1
1,wasting,1
1,watch,7
1,watchdog,2
1,watched,3
1,watcher,5
1,watchers,3
1,watches,2
1,watching,3
1,watchman,2
1,watchmen,1
1,water,9
1,waters,1
1,wave,2
1,waved,2
1,wavering,1
1,waves,2
1,wax,1
1,waxen,2
1,way,9
1,ways,4
1,wayside,1
1,wayyet,1
1,weak,2
1,weakness,1
1,weal,2
1,wealth,5
1,weare,1
1,wears,1
1,weave,1
1,weaving,1
1,web,4
1,wed,1
1,weep,8
1,weeping,4
1,weight,5
1,weird,1
1,welcome,3
1,welcomed,1
1,well,23
1,wellsounding,1
1,wellsped,1
1,went,1
1,were,2
1,west,1
1,wet,4
1,what,30
1,whateer,2
1,whelp,2
1,when,19
1,whence,5
1,where,5
1,whereby,1
1,wherefore,3
1,wherein,1
1,wheresoeer,1
1,wherewith,1
1,whetstones,1
1,whetting,2
1,which,14
1,while,3
1,whirlwind,1
1,whirpool,1
1,whirr,1
1,whispered,1
1,whispering,1
1,whispers,1
1,white,3
1,whither,1
1,who,21
1,whole,3
1,whose,6
1,whoso,3
1,why,12
1,wide,6
1,widemouthed,1
1,wider,1
1,wieldest,1
1,wife,5
1,wifes,1
1,wild,12
1,wilderness,1
1,will,43
1,willed,2
1,wills,1
1,willwho,1
1,wilt,3
1,win,2
1,wind,6
1,windeth,1
1,winds,6
1,wine,1
1,"""wing\u00e3d""",3
1,wings,4
1,winter,1
1,wisdom,4
1,wise,6
1,with,23
1,withal,5
1,withered,1
1,within,13
1,without,6
1,witless,1
1,witness,4
1,witnesses,2
1,witsthey,1
1,woe,5
1,woes,5
1,wolf,2
1,woman,23
1,womans,15
1,womb,1
1,women,2
1,womens,3
1,won,2
1,wonders,1
1,wondrous,2
1,wool,1
1,word,27
1,words,17
1,work,6
1,worketh,1
1,workings,1
1,world,3
1,worn,1
1,worse,2
1,worship,4
1,wot,1
1,would,4
1,wouldst,1
1,wound,3
1,wounded,2
1,woundings,1
1,woundless,1
1,wounds,3
1,wove,1
1,wrack,1
1,wrackwind,1
1,wranglers,1
1,wrapped,1
1,wrapt,1
1,wrath,24
1,wreak,1
1,"""wreath\u00e3d""",1
1,wreck,1
1,wrecked,2
1,wrestled,1
1,wrestlings,1
1,writ,3
1,writhe,1
1,writhing,1
1,written,3
1,wrong,6
1,wronged,1
1,wroth,1
1,wrought,15
1,wroughtwhat,1
1,yea,19
1,year,2
1,yearlong,1
1,years,8
1,yearsno,1
1,yes,2
1,yet,30
1,yield,3
1,yields,1
1,yoke,6
1,yoked,2
1,yon,3
1,yonder,3
1,yore,2
1,young,8
1,your,2
1,zeus,21
